Filename,Start Time (s),End Time (s),Species eBird Code
KEN_004_20211210_040250.flac,355.3,355.3,slcbou1
KEN_004_20211210_040250.flac,377.0,377.0,abhori1
KEN_004_20211210_040250.flac,385.6,385.6,fotdro5
KEN_004_20211210_040250.flac,399.9,399.9,reccuc1
KEN_004_20211210_040250.flac,404.6,404.6,fotdro5
KEN_004_20211210_040250.flac,433.2,433.2,wbswea1
KEN_004_20211210_040250.flac,440.5,440.5,ratcis1
KEN_004_20211210_040250.flac,456.8,456.8,reccuc1
KEN_004_20211210_040250.flac,458.8,458.8,whihel1
KEN_004_20211210_040250.flac,476.8,476.8,ratcis1
KEN_004_20211210_040250.flac,482.9,482.9,ratcis1
KEN_004_20211210_040250.flac,493.5,493.5,thrnig1
KEN_004_20211210_040250.flac,523.5,523.5,reccuc1
KEN_004_20211210_040250.flac,534.0,534.0,reccuc1
KEN_004_20211210_040250.flac,575.5,575.5,fotdro5
KEN_004_20211210_040250.flac,588.1,588.1,reccuc1
KEN_004_20211210_040250.flac,590.1,590.1,vimwea1
KEN_004_20211210_040250.flac,604.0,604.0,reccuc1
KEN_004_20211210_040250.flac,612.8,612.8,fotdro5
KEN_004_20211210_040250.flac,614.1,614.1,reccuc1
KEN_004_20211210_040250.flac,621.9,621.9,reccuc1
KEN_004_20211210_040250.flac,622.7,622.7,fotdro5
KEN_004_20211210_040250.flac,630.5,630.5,reccuc1
KEN_004_20211210_040250.flac,656.0,656.0,whrshr1
KEN_004_20211210_040250.flac,671.6,671.6,gnbcam2
KEN_004_20211210_040250.flac,689.1,689.1,vimwea1
KEN_004_20211210_040250.flac,699.8,699.8,fotdro5
KEN_004_20211210_040250.flac,706.3,706.3,reccuc1
KEN_004_20211210_040250.flac,724.9,724.9,fotdro5
KEN_004_20211210_040250.flac,737.2,737.2,wbswea1
KEN_004_20211210_040250.flac,741.4,741.4,reccuc1
KEN_004_20211210_040250.flac,755.2,755.2,reccuc1
KEN_004_20211210_040250.flac,761.6,761.6,reccuc1
KEN_004_20211210_040250.flac,771.2,771.2,fotdro5
KEN_004_20211210_040250.flac,777.6,777.6,fotdro5
KEN_004_20211210_040250.flac,786.5,786.5,fotdro5
KEN_004_20211210_040250.flac,792.8,792.8,reccuc1
KEN_004_20211210_040250.flac,803.3,803.3,vimwea1
KEN_004_20211210_040250.flac,813.9,813.9,vimwea1
KEN_004_20211210_040250.flac,817.3,817.3,reccuc1
KEN_004_20211210_040250.flac,845.5,845.5,abethr1
KEN_004_20211210_040250.flac,851.4,851.4,reccuc1
KEN_004_20211210_040250.flac,856.7,856.7,abethr1
KEN_004_20211210_040250.flac,863.8,863.8,abethr1
KEN_004_20211210_040250.flac,869.7,869.7,abethr1
KEN_004_20211210_040250.flac,888.7,888.7,wbswea1
KEN_004_20211210_040250.flac,896.0,896.0,whihel1
KEN_004_20211210_040250.flac,898.6,898.6,whihel1
KEN_004_20211210_040250.flac,902.3,902.3,reccuc1
KEN_004_20211210_040250.flac,917.8,917.8,reccuc1
KEN_004_20211210_040250.flac,922.7,922.7,whihel1
KEN_004_20211210_040250.flac,928.3,928.3,reccuc1
KEN_004_20211210_040250.flac,941.1,941.1,whihel1
KEN_004_20211210_040250.flac,950.0,950.0,reccuc1
KEN_004_20211210_040250.flac,954.8,954.8,whihel1
KEN_004_20211210_040250.flac,974.5,974.5,reccuc1
KEN_004_20211210_040250.flac,990.9,990.9,reccuc1
KEN_004_20211210_040250.flac,1012.3,1012.3,vimwea1
KEN_004_20211210_040250.flac,1041.4,1041.4,reccuc1
KEN_004_20211210_040250.flac,1059.0,1059.0,fotdro5
KEN_004_20211210_040250.flac,1065.6,1065.6,fotdro5
KEN_004_20211210_040250.flac,1069.6,1069.6,fotdro5
KEN_004_20211210_040250.flac,1076.7,1076.7,fotdro5
KEN_004_20211210_040250.flac,1081.5,1081.5,fotdro5
KEN_004_20211210_040250.flac,1090.7,1090.7,reccuc1
KEN_004_20211210_040250.flac,1094.7,1094.7,reccuc1
KEN_004_20211210_040250.flac,1098.6,1098.6,wbswea1
KEN_004_20211210_040250.flac,1114.7,1114.7,reccuc1
KEN_004_20211210_040250.flac,1116.0,1116.0,whihel1
KEN_004_20211210_040250.flac,1122.2,1122.2,reccuc1
KEN_004_20211210_040250.flac,1138.8,1138.8,whihel1
KEN_004_20211210_040250.flac,1171.6,1171.6,thrnig1
KEN_004_20211210_040250.flac,1192.9,1192.9,whihel1
KEN_004_20211210_040250.flac,1217.8,1217.8,whihel1
KEN_004_20211210_040250.flac,1243.6,1243.6,whihel1
KEN_004_20211210_040250.flac,1275.3,1275.3,whihel1
KEN_004_20211210_040250.flac,1283.7,1283.7,ratcis1
KEN_004_20211210_040250.flac,1287.9,1287.9,whihel1
KEN_004_20211210_040250.flac,1296.8,1296.8,slcbou1
KEN_004_20211210_040250.flac,1306.8,1306.8,whihel1
KEN_004_20211210_040250.flac,1314.5,1314.5,whihel1
KEN_004_20211210_040250.flac,1362.5,1362.5,whihel1
KEN_004_20211210_040250.flac,1376.5,1376.5,whihel1
KEN_004_20211210_040250.flac,1384.1,1384.1,whihel1
KEN_004_20211210_040250.flac,1397.5,1397.5,hadibi1
KEN_004_20211210_040250.flac,1426.2,1426.2,reccuc1
KEN_004_20211210_040250.flac,1430.7,1430.7,whrshr1
KEN_004_20211210_040250.flac,1433.4,1433.4,slcbou1
KEN_004_20211210_040250.flac,1435.0,1435.0,reccuc1
KEN_004_20211210_040250.flac,1438.2,1438.2,afghor1
KEN_004_20211210_040250.flac,1443.0,1443.0,afghor1
KEN_004_20211210_040250.flac,1447.1,1447.1,slcbou1
KEN_004_20211210_040250.flac,1451.3,1451.3,reccuc1
KEN_004_20211210_040250.flac,1457.6,1457.6,reccuc1
KEN_004_20211210_040250.flac,1461.9,1461.9,whihel1
KEN_004_20211210_040250.flac,1476.2,1476.2,whihel1
KEN_004_20211210_040250.flac,1482.9,1482.9,whihel1
KEN_004_20211210_040250.flac,1492.7,1492.7,whihel1
KEN_004_20211210_040250.flac,1496.6,1496.6,reccuc1
KEN_004_20211210_040250.flac,1501.7,1501.7,reccuc1
KEN_004_20211210_040250.flac,1507.1,1507.1,whihel1
KEN_004_20211210_040250.flac,1552.1,1552.1,whihel1
KEN_004_20211210_040250.flac,1556.9,1556.9,whihel1
KEN_004_20211210_040250.flac,1565.5,1565.5,whihel1
KEN_004_20211210_040250.flac,1572.9,1572.9,whihel1
KEN_004_20211210_040250.flac,1586.1,1586.1,combul2
KEN_004_20211210_040250.flac,1593.2,1593.2,combul2
KEN_004_20211210_040250.flac,1609.6,1609.6,combul2
KEN_004_20211210_040250.flac,1615.5,1615.5,combul2
KEN_004_20211210_040250.flac,1625.5,1625.5,combul2
KEN_004_20211210_040250.flac,1651.5,1651.5,combul2
KEN_004_20211210_040250.flac,1652.2,1652.2,reccuc1
KEN_004_20211210_040250.flac,1664.1,1664.1,reccuc1
KEN_004_20211210_040250.flac,1673.2,1673.2,combul2
KEN_004_20211210_040250.flac,1678.6,1678.6,reccuc1
KEN_004_20211210_040250.flac,1699.7,1699.7,combul2
KEN_004_20211210_040250.flac,1703.4,1703.4,rbsrob1
KEN_004_20211210_040250.flac,1710.4,1710.4,rbsrob1
KEN_004_20211210_040250.flac,1744.4,1744.4,combul2
KEN_004_20211210_040250.flac,1751.4,1751.4,reccuc1
KEN_004_20211210_040250.flac,1757.1,1757.1,combul2
KEN_004_20211210_040250.flac,1762.2,1762.2,reccuc1
KEN_004_20211210_040250.flac,1768.6,1768.6,rbsrob1
KEN_004_20211210_040250.flac,1773.0,1773.0,rbsrob1
KEN_004_20211210_040250.flac,1776.1,1776.1,combul2
KEN_004_20211210_040250.flac,1782.0,1782.0,reccuc1
KEN_004_20211210_040250.flac,1790.1,1790.1,klacuc1
KEN_004_20211210_040250.flac,1876.2,1876.2,ratcis1
KEN_004_20211210_040250.flac,1893.7,1893.7,ratcis1
KEN_004_20211210_040250.flac,1894.2,1894.2,combul2
KEN_004_20211210_040250.flac,1900.0,1900.0,combul2
KEN_004_20211210_040250.flac,1996.1,1996.1,slcbou1
KEN_004_20211210_040250.flac,2060.7,2060.7,whrshr1
KEN_004_20211210_040250.flac,2096.2,2096.2,reccuc1
KEN_004_20211210_040250.flac,2134.1,2134.1,reccuc1
KEN_004_20211210_040250.flac,2168.9,2168.9,whihel1
KEN_004_20211210_040250.flac,2180.6,2180.6,reccuc1
KEN_004_20211210_040250.flac,2221.0,2221.0,klacuc1
KEN_004_20211210_040250.flac,2225.5,2225.5,didcuc1
KEN_004_20211210_040250.flac,2226.3,2226.3,reccuc1
KEN_004_20211210_040250.flac,2227.6,2227.6,didcuc1
KEN_004_20211210_040250.flac,2240.2,2240.2,reccuc1
KEN_004_20211210_040250.flac,2242.7,2242.7,didcuc1
KEN_004_20211210_040250.flac,2244.5,2244.5,didcuc1
KEN_004_20211210_040250.flac,2257.1,2257.1,didcuc1
KEN_004_20211210_040250.flac,2265.4,2265.4,didcuc1
KEN_004_20211210_040250.flac,2287.5,2287.5,reccuc1
KEN_004_20211210_040250.flac,2324.2,2324.2,grywrw1
KEN_004_20211210_040250.flac,2330.7,2330.7,grywrw1
KEN_004_20211210_040250.flac,2336.5,2336.5,slcbou1
KEN_004_20211210_040250.flac,2340.7,2340.7,grywrw1
KEN_004_20211210_040250.flac,2351.7,2351.7,whrshr1
KEN_004_20211210_040250.flac,2366.4,2366.4,grywrw1
KEN_004_20211210_040250.flac,2370.3,2370.3,klacuc1
KEN_004_20211210_040250.flac,2382.8,2382.8,whihel1
KEN_004_20211210_040250.flac,2392.2,2392.2,klacuc1
KEN_004_20211210_040250.flac,2397.5,2397.5,grywrw1
KEN_004_20211210_040250.flac,2402.2,2402.2,combul2
KEN_004_20211210_040250.flac,2436.5,2436.5,grywrw1
KEN_004_20211210_040250.flac,2439.8,2439.8,abethr1
KEN_004_20211210_040250.flac,2447.0,2447.0,grywrw1
KEN_004_20211210_040250.flac,2454.5,2454.5,grywrw1
KEN_004_20211210_040250.flac,2465.7,2465.7,grywrw1
KEN_004_20211210_040250.flac,2470.0,2470.0,klacuc1
KEN_004_20211210_040250.flac,2482.7,2482.7,grywrw1
KEN_004_20211210_040250.flac,2493.0,2493.0,grywrw1
KEN_004_20211210_040250.flac,2501.2,2501.2,klacuc1
KEN_004_20211210_040250.flac,2507.0,2507.0,abethr1
KEN_004_20211210_040250.flac,2513.5,2513.5,abethr1
KEN_004_20211210_040250.flac,2517.7,2517.7,slcbou1
KEN_004_20211210_040250.flac,2525.3,2525.3,klacuc1
KEN_004_20211210_040250.flac,2550.8,2550.8,klacuc1
KEN_004_20211210_040250.flac,2560.1,2560.1,slcbou1
KEN_004_20211210_040250.flac,2569.3,2569.3,klacuc1
KEN_004_20211210_040250.flac,2575.3,2575.3,abethr1
KEN_004_20211210_040250.flac,2577.9,2577.9,slcbou1
KEN_004_20211210_040250.flac,2587.6,2587.6,ratcis1
KEN_004_20211210_040250.flac,2601.2,2601.2,rbsrob1
KEN_004_20211210_040250.flac,2639.0,2639.0,yebapa1
KEN_004_20211210_040250.flac,2752.9,2752.9,didcuc1
KEN_004_20211210_040250.flac,2753.5,2753.5,yebapa1
KEN_004_20211210_040250.flac,2801.1,2801.1,slcbou1
KEN_004_20211210_040250.flac,2831.7,2831.7,slcbou1
KEN_004_20211210_040250.flac,2838.8,2838.8,klacuc1
KEN_004_20211210_040250.flac,2847.8,2847.8,slcbou1
KEN_004_20211210_040250.flac,2883.7,2883.7,rindov
KEN_004_20211210_040250.flac,2886.5,2886.5,slcbou1
KEN_004_20211210_040250.flac,2896.9,2896.9,rindov
KEN_004_20211210_040250.flac,2900.6,2900.6,klacuc1
KEN_004_20211210_040250.flac,2915.3,2915.3,slcbou1
KEN_004_20211210_040250.flac,2922.4,2922.4,whihel1
KEN_004_20211210_040250.flac,2930.1,2930.1,blnmou1
KEN_004_20211210_040250.flac,2935.9,2935.9,whihel1
KEN_004_20211210_040250.flac,2942.5,2942.5,slcbou1
KEN_004_20211210_040250.flac,2948.5,2948.5,darbar1
KEN_004_20211210_040250.flac,2952.8,2952.8,klacuc1
KEN_004_20211210_040250.flac,2955.8,2955.8,reccor
KEN_004_20211210_040250.flac,2958.8,2958.8,reccor
KEN_004_20211210_040250.flac,2963.6,2963.6,darbar1
KEN_004_20211210_040250.flac,2964.6,2964.6,slcbou1
KEN_004_20211210_040250.flac,2967.2,2967.2,whrshr1
KEN_004_20211210_040250.flac,2969.1,2969.1,slcbou1
KEN_004_20211210_040250.flac,2970.1,2970.1,reccor
KEN_004_20211210_040250.flac,2972.7,2972.7,klacuc1
KEN_004_20211210_040250.flac,2975.3,2975.3,slcbou1
KEN_004_20211210_040250.flac,2981.1,2981.1,darbar1
KEN_004_20211210_040250.flac,2988.9,2988.9,klacuc1
KEN_004_20211210_040250.flac,2997.5,2997.5,fotdro5
KEN_004_20211210_040250.flac,3017.6,3017.6,abhori1
KEN_004_20211210_040250.flac,3030.3,3030.3,fotdro5
KEN_004_20211210_040250.flac,3037.6,3037.6,fotdro5
KEN_004_20211210_040250.flac,3045.8,3045.8,fotdro5
KEN_004_20211210_040250.flac,3055.6,3055.6,ratcis1
KEN_004_20211210_040250.flac,3061.1,3061.1,fotdro5
KEN_004_20211210_040250.flac,3073.4,3073.4,fotdro5
KEN_004_20211210_040250.flac,3078.6,3078.6,fotdro5
KEN_004_20211210_040250.flac,3120.0,3120.0,fotdro5
KEN_004_20211210_040250.flac,3124.6,3124.6,wbswea1
KEN_004_20211210_040250.flac,3180.4,3180.4,klacuc1
KEN_004_20211210_040250.flac,3195.0,3195.0,abethr1
KEN_004_20211210_040250.flac,3201.4,3201.4,klacuc1
KEN_004_20211210_040250.flac,3216.1,3216.1,fotdro5
KEN_004_20211210_040250.flac,3220.0,3220.0,fotdro5
KEN_004_20211210_040250.flac,3223.1,3223.1,fotdro5
KEN_004_20211210_040250.flac,3233.6,3233.6,fotdro5
KEN_004_20211210_040250.flac,3240.7,3240.7,fotdro5
KEN_004_20211210_040250.flac,3245.6,3245.6,fotdro5
KEN_004_20211210_040250.flac,3253.8,3253.8,fotdro5
KEN_004_20211210_040250.flac,3270.9,3270.9,reccor
KEN_004_20211210_040250.flac,3281.9,3281.9,rbsrob1
KEN_004_20211210_040250.flac,3285.5,3285.5,wbswea1
KEN_004_20211210_040250.flac,3288.7,3288.7,rbsrob1
KEN_004_20211210_040250.flac,3305.4,3305.4,rbsrob1
KEN_004_20211210_040250.flac,3316.0,3316.0,rbsrob1
KEN_004_20211210_040250.flac,3332.2,3332.2,rbsrob1
KEN_004_20211210_040250.flac,3346.6,3346.6,rbsrob1
KEN_004_20211210_040250.flac,3390.1,3390.1,wbswea1
KEN_004_20211210_040250.flac,3531.1,3531.1,abhori1
KEN_005_20211210_050250.flac,105.7,105.7,purgre2
KEN_005_20211210_050250.flac,357.3,357.3,reccor
KEN_005_20211210_050250.flac,361.0,361.0,reccor
KEN_005_20211210_050250.flac,412.7,412.7,spfbar1
KEN_005_20211210_050250.flac,415.4,415.4,spfbar1
KEN_005_20211210_050250.flac,420.8,420.8,purgre2
KEN_005_20211210_050250.flac,447.9,447.9,ratcis1
KEN_005_20211210_050250.flac,463.5,463.5,ratcis1
KEN_005_20211210_050250.flac,474.4,474.4,ratcis1
KEN_005_20211210_050250.flac,480.7,480.7,ratcis1
KEN_005_20211210_050250.flac,484.9,484.9,purgre2
KEN_005_20211210_050250.flac,485.6,485.6,ratcis1
KEN_005_20211210_050250.flac,488.8,488.8,whrshr1
KEN_005_20211210_050250.flac,491.9,491.9,whrshr1
KEN_005_20211210_050250.flac,501.4,501.4,ratcis1
KEN_005_20211210_050250.flac,506.1,506.1,ratcis1
KEN_005_20211210_050250.flac,509.6,509.6,whihel1
KEN_005_20211210_050250.flac,514.6,514.6,whrshr1
KEN_005_20211210_050250.flac,526.9,526.9,whrshr1
KEN_005_20211210_050250.flac,534.7,534.7,whrshr1
KEN_005_20211210_050250.flac,543.3,543.3,whihel1
KEN_005_20211210_050250.flac,546.5,546.5,rbsrob1
KEN_005_20211210_050250.flac,549.7,549.7,rbsrob1
KEN_005_20211210_050250.flac,555.9,555.9,rbsrob1
KEN_005_20211210_050250.flac,577.0,577.0,rbsrob1
KEN_005_20211210_050250.flac,582.5,582.5,rbsrob1
KEN_005_20211210_050250.flac,591.5,591.5,ratcis1
KEN_005_20211210_050250.flac,595.0,595.0,ratcis1
KEN_005_20211210_050250.flac,602.5,602.5,ratcis1
KEN_005_20211210_050250.flac,606.1,606.1,darbar1
KEN_005_20211210_050250.flac,635.9,635.9,ratcis1
KEN_005_20211210_050250.flac,640.9,640.9,darbar1
KEN_005_20211210_050250.flac,654.5,654.5,darbar1
KEN_005_20211210_050250.flac,671.4,671.4,darbar1
KEN_005_20211210_050250.flac,676.4,676.4,abethr1
KEN_005_20211210_050250.flac,681.7,681.7,klacuc1
KEN_005_20211210_050250.flac,691.2,691.2,didcuc1
KEN_005_20211210_050250.flac,705.5,705.5,darbar1
KEN_005_20211210_050250.flac,707.8,707.8,didcuc1
KEN_005_20211210_050250.flac,718.7,718.7,darbar1
KEN_005_20211210_050250.flac,746.0,746.0,klacuc1
KEN_005_20211210_050250.flac,760.2,760.2,whrshr1
KEN_005_20211210_050250.flac,769.1,769.1,klacuc1
KEN_005_20211210_050250.flac,778.2,778.2,whrshr1
KEN_005_20211210_050250.flac,781.4,781.4,whrshr1
KEN_005_20211210_050250.flac,784.1,784.1,whrshr1
KEN_005_20211210_050250.flac,812.9,812.9,whihel1
KEN_005_20211210_050250.flac,822.4,822.4,whrshr1
KEN_005_20211210_050250.flac,842.1,842.1,blnmou1
KEN_005_20211210_050250.flac,855.3,855.3,combul2
KEN_005_20211210_050250.flac,888.7,888.7,slcbou1
KEN_005_20211210_050250.flac,936.7,936.7,reccor
KEN_005_20211210_050250.flac,944.0,944.0,reccor
KEN_005_20211210_050250.flac,957.1,957.1,slcbou1
KEN_005_20211210_050250.flac,976.1,976.1,combul2
KEN_005_20211210_050250.flac,1017.6,1017.6,rbsrob1
KEN_005_20211210_050250.flac,1025.2,1025.2,rbsrob1
KEN_005_20211210_050250.flac,1032.9,1032.9,whrshr1
KEN_005_20211210_050250.flac,1083.4,1083.4,whbwhe3
KEN_005_20211210_050250.flac,1120.6,1120.6,whbwhe3
KEN_005_20211210_050250.flac,1142.8,1142.8,klacuc1
KEN_005_20211210_050250.flac,1150.6,1150.6,whbwhe3
KEN_005_20211210_050250.flac,1160.3,1160.3,spfbar1
KEN_005_20211210_050250.flac,1163.0,1163.0,spfbar1
KEN_005_20211210_050250.flac,1166.4,1166.4,spfbar1
KEN_005_20211210_050250.flac,1237.4,1237.4,pabspa1
KEN_005_20211210_050250.flac,1241.3,1241.3,pabspa1
KEN_005_20211210_050250.flac,1247.5,1247.5,pabspa1
KEN_005_20211210_050250.flac,1258.8,1258.8,slcbou1
KEN_005_20211210_050250.flac,1286.1,1286.1,slcbou1
KEN_005_20211210_050250.flac,1291.9,1291.9,slcbou1
KEN_005_20211210_050250.flac,1300.2,1300.2,reccor
KEN_005_20211210_050250.flac,1305.8,1305.8,rbsrob1
KEN_005_20211210_050250.flac,1310.9,1310.9,rbsrob1
KEN_005_20211210_050250.flac,1314.8,1314.8,rbsrob1
KEN_005_20211210_050250.flac,1316.6,1316.6,reccor
KEN_005_20211210_050250.flac,1318.7,1318.7,rbsrob1
KEN_005_20211210_050250.flac,1323.3,1323.3,rbsrob1
KEN_005_20211210_050250.flac,1327.5,1327.5,rbsrob1
KEN_005_20211210_050250.flac,1333.1,1333.1,rbsrob1
KEN_005_20211210_050250.flac,1336.9,1336.9,rbsrob1
KEN_005_20211210_050250.flac,1342.3,1342.3,rbsrob1
KEN_005_20211210_050250.flac,1346.4,1346.4,rbsrob1
KEN_005_20211210_050250.flac,1352.0,1352.0,rbsrob1
KEN_005_20211210_050250.flac,1355.6,1355.6,rbsrob1
KEN_005_20211210_050250.flac,1358.9,1358.9,rbsrob1
KEN_005_20211210_050250.flac,1362.6,1362.6,rbsrob1
KEN_005_20211210_050250.flac,1366.0,1366.0,rbsrob1
KEN_005_20211210_050250.flac,1367.8,1367.8,rbsrob1
KEN_005_20211210_050250.flac,1371.5,1371.5,rbsrob1
KEN_005_20211210_050250.flac,1374.9,1374.9,rbsrob1
KEN_005_20211210_050250.flac,1378.3,1378.3,rbsrob1
KEN_005_20211210_050250.flac,1383.5,1383.5,rbsrob1
KEN_005_20211210_050250.flac,1386.9,1386.9,rbsrob1
KEN_005_20211210_050250.flac,1390.4,1390.4,rbsrob1
KEN_005_20211210_050250.flac,1393.9,1393.9,rbsrob1
KEN_005_20211210_050250.flac,1397.8,1397.8,abethr1
KEN_005_20211210_050250.flac,1398.9,1398.9,rbsrob1
KEN_005_20211210_050250.flac,1402.4,1402.4,rbsrob1
KEN_005_20211210_050250.flac,1403.5,1403.5,abethr1
KEN_005_20211210_050250.flac,1403.9,1403.9,rbsrob1
KEN_005_20211210_050250.flac,1407.4,1407.4,rbsrob1
KEN_005_20211210_050250.flac,1411.0,1411.0,rbsrob1
KEN_005_20211210_050250.flac,1412.8,1412.8,rbsrob1
KEN_005_20211210_050250.flac,1416.3,1416.3,rbsrob1
KEN_005_20211210_050250.flac,1419.7,1419.7,rbsrob1
KEN_005_20211210_050250.flac,1423.4,1423.4,rbsrob1
KEN_005_20211210_050250.flac,1427.0,1427.0,rbsrob1
KEN_005_20211210_050250.flac,1430.6,1430.6,rbsrob1
KEN_005_20211210_050250.flac,1435.9,1435.9,rbsrob1
KEN_005_20211210_050250.flac,1441.3,1441.3,rbsrob1
KEN_005_20211210_050250.flac,1444.9,1444.9,rbsrob1
KEN_005_20211210_050250.flac,1448.1,1448.1,reccor
KEN_005_20211210_050250.flac,1448.8,1448.8,rbsrob1
KEN_005_20211210_050250.flac,1452.1,1452.1,rbsrob1
KEN_005_20211210_050250.flac,1452.6,1452.6,abethr1
KEN_005_20211210_050250.flac,1455.6,1455.6,rbsrob1
KEN_005_20211210_050250.flac,1459.4,1459.4,rbsrob1
KEN_005_20211210_050250.flac,1462.8,1462.8,rbsrob1
KEN_005_20211210_050250.flac,1466.4,1466.4,rbsrob1
KEN_005_20211210_050250.flac,1468.1,1468.1,rbsrob1
KEN_005_20211210_050250.flac,1471.6,1471.6,rbsrob1
KEN_005_20211210_050250.flac,1476.7,1476.7,rbsrob1
KEN_005_20211210_050250.flac,1480.5,1480.5,rbsrob1
KEN_005_20211210_050250.flac,1482.2,1482.2,rbsrob1
KEN_005_20211210_050250.flac,1485.8,1485.8,rbsrob1
KEN_005_20211210_050250.flac,1489.6,1489.6,rbsrob1
KEN_005_20211210_050250.flac,1496.6,1496.6,rbsrob1
KEN_005_20211210_050250.flac,1500.6,1500.6,rbsrob1
KEN_005_20211210_050250.flac,1504.2,1504.2,rbsrob1
KEN_005_20211210_050250.flac,1507.9,1507.9,rbsrob1
KEN_005_20211210_050250.flac,1511.6,1511.6,rbsrob1
KEN_005_20211210_050250.flac,1515.4,1515.4,rbsrob1
KEN_005_20211210_050250.flac,1519.5,1519.5,rbsrob1
KEN_005_20211210_050250.flac,1522.1,1522.1,reccor
KEN_005_20211210_050250.flac,1522.9,1522.9,rbsrob1
KEN_005_20211210_050250.flac,1525.3,1525.3,rbsrob1
KEN_005_20211210_050250.flac,1529.3,1529.3,rbsrob1
KEN_005_20211210_050250.flac,1533.6,1533.6,rbsrob1
KEN_005_20211210_050250.flac,1537.2,1537.2,rbsrob1
KEN_005_20211210_050250.flac,1541.2,1541.2,rbsrob1
KEN_005_20211210_050250.flac,1542.1,1542.1,klacuc1
KEN_005_20211210_050250.flac,1546.4,1546.4,rbsrob1
KEN_005_20211210_050250.flac,1549.8,1549.8,rbsrob1
KEN_005_20211210_050250.flac,1554.1,1554.1,rbsrob1
KEN_005_20211210_050250.flac,1561.6,1561.6,rbsrob1
KEN_005_20211210_050250.flac,1565.3,1565.3,rbsrob1
KEN_005_20211210_050250.flac,1571.7,1571.7,rbsrob1
KEN_005_20211210_050250.flac,1575.4,1575.4,rbsrob1
KEN_005_20211210_050250.flac,1583.6,1583.6,rbsrob1
KEN_005_20211210_050250.flac,1584.8,1584.8,klacuc1
KEN_005_20211210_050250.flac,1589.1,1589.1,rbsrob1
KEN_005_20211210_050250.flac,1593.0,1593.0,rbsrob1
KEN_005_20211210_050250.flac,1596.9,1596.9,rbsrob1
KEN_005_20211210_050250.flac,1602.9,1602.9,rbsrob1
KEN_005_20211210_050250.flac,1608.5,1608.5,rbsrob1
KEN_005_20211210_050250.flac,1609.0,1609.0,didcuc1
KEN_005_20211210_050250.flac,1612.3,1612.3,rbsrob1
KEN_005_20211210_050250.flac,1624.0,1624.0,rbsrob1
KEN_005_20211210_050250.flac,1626.5,1626.5,slcbou1
KEN_005_20211210_050250.flac,1631.4,1631.4,rbsrob1
KEN_005_20211210_050250.flac,1642.9,1642.9,rbsrob1
KEN_005_20211210_050250.flac,1650.7,1650.7,rbsrob1
KEN_005_20211210_050250.flac,1655.0,1655.0,rbsrob1
KEN_005_20211210_050250.flac,1661.0,1661.0,rbsrob1
KEN_005_20211210_050250.flac,1665.0,1665.0,rbsrob1
KEN_005_20211210_050250.flac,1668.7,1668.7,rbsrob1
KEN_005_20211210_050250.flac,1673.1,1673.1,rbsrob1
KEN_005_20211210_050250.flac,1680.3,1680.3,rbsrob1
KEN_005_20211210_050250.flac,1684.8,1684.8,rbsrob1
KEN_005_20211210_050250.flac,1802.5,1802.5,abethr1
KEN_005_20211210_050250.flac,1817.0,1817.0,abethr1
KEN_005_20211210_050250.flac,1820.1,1820.1,whrshr1
KEN_005_20211210_050250.flac,1833.7,1833.7,reccor
KEN_005_20211210_050250.flac,1837.7,1837.7,whbwhe3
KEN_005_20211210_050250.flac,1840.3,1840.3,whbwhe3
KEN_005_20211210_050250.flac,1841.2,1841.2,reccor
KEN_005_20211210_050250.flac,1863.2,1863.2,reccor
KEN_005_20211210_050250.flac,1892.2,1892.2,abethr1
KEN_005_20211210_050250.flac,1900.3,1900.3,reccor
KEN_005_20211210_050250.flac,1928.8,1928.8,whrshr1
KEN_005_20211210_050250.flac,1952.0,1952.0,abethr1
KEN_005_20211210_050250.flac,1957.7,1957.7,crefra2
KEN_005_20211210_050250.flac,1966.2,1966.2,abethr1
KEN_005_20211210_050250.flac,1968.5,1968.5,reccor
KEN_005_20211210_050250.flac,1972.9,1972.9,reccor
KEN_005_20211210_050250.flac,1974.1,1974.1,abethr1
KEN_005_20211210_050250.flac,1983.5,1983.5,grywrw1
KEN_005_20211210_050250.flac,1989.6,1989.6,abethr1
KEN_005_20211210_050250.flac,1998.4,1998.4,abethr1
KEN_005_20211210_050250.flac,2013.3,2013.3,wbswea1
KEN_005_20211210_050250.flac,2023.8,2023.8,reccor
KEN_005_20211210_050250.flac,2025.3,2025.3,abethr1
KEN_005_20211210_050250.flac,2033.5,2033.5,whrshr1
KEN_005_20211210_050250.flac,2036.1,2036.1,reccor
KEN_005_20211210_050250.flac,2051.3,2051.3,abethr1
KEN_005_20211210_050250.flac,2064.9,2064.9,reccor
KEN_005_20211210_050250.flac,2066.5,2066.5,rbsrob1
KEN_005_20211210_050250.flac,2080.3,2080.3,rbsrob1
KEN_005_20211210_050250.flac,2081.3,2081.3,klacuc1
KEN_005_20211210_050250.flac,2084.5,2084.5,rbsrob1
KEN_005_20211210_050250.flac,2090.9,2090.9,rbsrob1
KEN_005_20211210_050250.flac,2097.6,2097.6,rbsrob1
KEN_005_20211210_050250.flac,2099.7,2099.7,rbsrob1
KEN_005_20211210_050250.flac,2105.3,2105.3,rbsrob1
KEN_005_20211210_050250.flac,2118.5,2118.5,reccor
